keyword_id,keyword_text,cluster_name,is_main_keyword,intent,volume,kd,cpc,competitive_density,serp_features,trend,priority_score,enabled,status,url_target,brief_notes,content_id,published_url,source,created_at,updated_at
KW-FIN-091,startup de fintech,fintech,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-092,startup fintech que es,fintech,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-093,startups fintech significado,fintech,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-094,tecnologia fintech,fintech,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-095,tecnología fintech,fintech,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-096,the fintech 2.0 paper rebooting financial services,0,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-097,top fintech colombia,colombia,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-PRO-021,inteligencia artificial propiedad intelectual,artificial,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: Propiedad-intelectual,,,semrush_magic_tool,46060,46060
KW-PRO-022,inteligencia artificial y propiedad intelectual,artificial,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: Propiedad-intelectual,,,semrush_magic_tool,46060,46060
KW-PRO-023,licencias propiedad intelectual,intelectual,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: Propiedad-intelectual,,,semrush_magic_tool,46060,46060
KW-PRO-024,propiedad intelectual software colombia,colombia,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: Propiedad-intelectual,,,semrush_magic_tool,46060,46060
KW-PRO-025,registro de marca propiedad intelectual colombia,colombia,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: Propiedad-intelectual,,,semrush_magic_tool,46060,46060
KW-SAA-004,licencia saas,licencia,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: saas,,,semrush_magic_tool,46060,46060
KW-FIN-098,addi fintech colombia,addie,False,Informational,10,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-099,asociaciones fintech,asociados,False,Informational,10,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-100,best fintech apps,app,False,Informational,10,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-101,best fintech startups,best,False,Informational,10,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-102,california fintech,california,False,Informational,10,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-103,colombia fintech 2019,2019,False,Informational,10,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-104,columbia fintech,columbia,False,Informational,10,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-105,credencial fintech,credencial,False,Informational,10,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-106,ecosistema fintech colombia,colombia,False,Informational,10,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-107,ejemplos de empresas fintech en colombia,colombia,False,Informational,10,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-108,especializacion en fintech,especializacion,False,Informational,10,50,2.99,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-109,financiacion fintech,financiacion,False,Informational,10,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-110,financiamiento fintech,financial,False,Informational,10,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-111,fintech a nivel mundial,fintech,False,Informational,10,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-112,fintech app development companies,app,False,Informational,10,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
